Player,Team,Season,Off Poss,Misses,Team REB% off Own Misses,Team REB% off Teammate Misses,Team PPP on Own Misses,TeamPPP on Teammate Misses,PPP Gap,Reb% Gap,POE by Second Chance Effeciency,POE by Rebound%,POE by Both,POE by SC Eff Per 100,POE by Reb% Per 100,POE by Both per 100
Cameron Payne,Chicago Bulls,2017,283,42,0.143,0.3,0.8,1.211,-0.411,-15.70%,-2.465,-5.286,-10.466,-0.871,-1.868,-3.698
Cameron Payne,Oklahoma City Thunder,2017,632,87,0.276,0.31,1.158,1.152,0.006,-3.40%,0.134,-3.414,-3.264,0.021,-0.54,-0.516
Caris LeVert,Brooklyn Nets,2017,2611,209,0.22,0.227,1.209,1.167,0.042,-0.70%,1.942,-1.767,0.236,0.074,-0.068,0.009
Carmelo Anthony,New York Knicks,2017,5027,787,0.28,0.296,1.181,1.214,-0.033,-1.60%,-7.308,-14.833,-22.558,-0.145,-0.295,-0.449
Chandler Parsons,Memphis Grizzlies,2017,1287,147,0.17,0.285,1.381,1.155,0.226,-11.50%,5.654,-23.383,-13.899,0.439,-1.817,-1.08
Channing Frye,Cleveland Cavaliers,2017,2757,282,0.22,0.26,1,1.137,-0.137,-4.00%,-8.479,-11.191,-21.2,-0.308,-0.406,-0.769
Chasson Randle,New York Knicks,2017,446,44,0.318,0.292,1.455,1.214,0.241,2.60%,3.367,1.67,4.761,0.755,0.374,1.067
Chasson Randle,Philadelphia 76ers,2017,156,14,0.214,0.257,1,1.2,-0.2,-4.30%,-0.599,-0.595,-1.313,-0.384,-0.382,-0.842
Cheick Diallo,New Orleans Pelicans,2017,387,40,0.175,0.215,0.857,1.138,-0.281,-4.00%,-1.968,-1.359,-3.773,-0.509,-0.351,-0.975
Chinanu Onuaku,Houston Rockets,2017,108,2,0.5,0.275,0,1.244,-1.244,22.50%,-1.244,0,-0.684,-1.152,0,-0.633
Chris Andersen,Cleveland Cavaliers,2017,224,13,0.154,0.257,1.5,1.137,0.363,-10.30%,0.726,-2.009,-0.796,0.324,-0.897,-0.355
Chris McCullough,Brooklyn Nets,2017,150,15,0.333,0.226,1.333,1.167,0.166,10.70%,0.831,2.141,2.705,0.554,1.427,1.803
Chris Paul,LA Clippers,2017,3800,411,0.263,0.244,1.065,1.151,-0.086,1.90%,-9.329,8.041,-0.636,-0.245,0.212,-0.017
Christian Wood,Charlotte Hornets,2017,204,11,0.091,0.233,0,1.22,-1.22,-14.20%,-1.22,0,-3.13,-0.598,0,-1.534
Clint Capela,Houston Rockets,2017,3137,201,0.343,0.271,1.065,1.244,-0.179,7.20%,-12.389,15.412,5.622,-0.395,0.491,0.179
Cody Zeller,Charlotte Hornets,2017,3381,190,0.295,0.23,1.4,1.22,0.18,6.50%,10.097,17.285,25.156,0.299,0.511,0.744
Cole Aldrich,Minnesota Timberwolves,2017,1039,41,0.293,0.3,1.2,1.23,-0.03,-0.70%,-0.365,-0.372,-0.747,-0.035,-0.036,-0.072
Corey Brewer,Houston Rockets,2017,1847,133,0.256,0.276,1.483,1.244,0.239,-2.00%,8.116,-3.959,4.794,0.439,-0.214,0.26
Corey Brewer,Los Angeles Lakers,2017,743,68,0.221,0.276,1.385,1.141,0.244,-5.50%,3.655,-5.194,-0.625,0.492,-0.699,-0.084
Cory Joseph,Toronto Raptors,2017,3904,362,0.309,0.279,1.265,1.215,0.05,3.00%,5.661,14.093,19.19,0.145,0.361,0.492
Courtney Lee,New York Knicks,2017,4842,383,0.269,0.295,1.182,1.214,-0.032,-2.60%,-3.322,-11.731,-15.373,-0.069,-0.242,-0.317
Cristiano Felicio,Chicago Bulls,2017,2019,93,0.323,0.298,1.296,1.211,0.085,2.50%,2.562,2.971,5.337,0.127,0.147,0.264
D'Angelo Russell,Los Angeles Lakers,2017,3685,516,0.244,0.279,1.189,1.141,0.048,-3.50%,6.082,-21.618,-14.658,0.165,-0.587,-0.398
D.J. Augustin,Orlando Magic,2017,2995,322,0.286,0.252,0.833,1.147,-0.314,3.40%,-28.828,9.072,-16.345,-0.963,0.303,-0.546
Dahntay Jones,Cleveland Cavaliers,2017,20,5,0.2,0.257,2,1.137,0.863,-5.70%,0.863,-0.566,0.542,4.316,-2.829,2.708
Damian Jones,Golden State Warriors,2017,167,8,0.125,0.259,0,1.224,-1.224,-13.40%,-1.224,0,-2.539,-0.733,0,-1.52
Damian Lillard,Portland Trail Blazers,2017,5421,828,0.267,0.254,1.255,1.158,0.097,1.30%,21.483,13.834,34.245,0.396,0.255,0.632
Damjan Rudez,Orlando Magic,2017,617,57,0.175,0.256,0.778,1.147,-0.369,-8.10%,-3.689,-3.562,-8.94,-0.598,-0.577,-1.449
Daniel Ochefu,Washington Wizards,2017,144,15,0.133,0.27,2,1.203,0.797,-13.70%,1.595,-4.112,-0.878,1.108,-2.856,-0.609
Danilo Gallinari,Denver Nuggets,2017,4321,415,0.292,0.301,1.234,1.238,-0.004,-0.90%,-0.574,-4.829,-5.422,-0.013,-0.112,-0.125
Danny Green,San Antonio Spurs,2017,3412,273,0.319,0.268,1.288,1.216,0.072,5.10%,6.218,17.907,23.131,0.182,0.525,0.678
Dante Cunningham,New Orleans Pelicans,2017,3312,185,0.211,0.214,1.171,1.138,0.033,-0.30%,1.292,-0.778,0.536,0.039,-0.023,0.016
Danté Exum,Utah Jazz,2017,2327,208,0.298,0.259,1.208,1.128,0.08,3.90%,4.95,9.812,14.113,0.213,0.422,0.607
Dario Šarić,Philadelphia 76ers,2017,4341,546,0.26,0.256,1.233,1.2,0.033,0.40%,4.798,2.672,7.397,0.111,0.062,0.17
Darrell Arthur,Denver Nuggets,2017,1266,120,0.233,0.302,1.364,1.238,0.126,-6.90%,3.507,-11.259,-6.718,0.277,-0.889,-0.531
Darren Collison,Sacramento Kings,2017,4006,374,0.235,0.242,0.915,1.14,-0.225,-0.70%,-19.805,-2.324,-22.701,-0.494,-0.058,-0.567
Darrun Hilliard,Detroit Pistons,2017,738,79,0.253,0.269,1.15,1.15,0,-1.60%,-0.008,-1.456,-1.465,-0.001,-0.197,-0.199
David Lee,San Antonio Spurs,2017,2922,172,0.349,0.268,1.041,1.216,-0.175,8.10%,-10.513,14.521,6.453,-0.36,0.497,0.221
David Nwaba,Los Angeles Lakers,2017,804,34,0.412,0.274,1.357,1.141,0.216,13.80%,3.027,6.375,8.386,0.377,0.793,1.043
David West,Golden State Warriors,2017,1670,117,0.231,0.26,1.185,1.224,-0.039,-2.90%,-1.059,-4.027,-5.22,-0.063,-0.241,-0.313
Davis Bertans,San Antonio Spurs,2017,1598,131,0.26,0.272,1,1.216,-0.216,-1.20%,-7.345,-1.632,-9.33,-0.46,-0.102,-0.584
DeAndre Jordan,LA Clippers,2017,5096,165,0.309,0.243,1.234,1.151,0.083,6.60%,4.241,13.359,16.7,0.083,0.262,0.328
DeAndre Liggins,Cleveland Cavaliers,2017,1471,84,0.25,0.257,0.895,1.137,-0.242,-0.70%,-5.082,-0.5,-5.718,-0.346,-0.034,-0.389
DeAndre Liggins,Dallas Mavericks,2017,43,3,0.333,0.201,2,1.181,0.819,13.20%,0.819,0.797,1.289,1.904,1.852,2.998
DeAndre' Bembry,Atlanta Hawks,2017,723,51,0.294,0.267,0.867,1.2,-0.333,2.70%,-4.993,1.194,-3.34,-0.691,0.165,-0.462
DeMar DeRozan,Toronto Raptors,2017,5164,824,0.265,0.287,1.136,1.215,-0.079,-2.20%,-17.259,-20.534,-39.225,-0.334,-0.398,-0.76
DeMarcus Cousins,New Orleans Pelicans,2017,1152,172,0.267,0.212,1,1.138,-0.138,5.50%,-6.362,9.572,4.534,-0.552,0.831,0.394
DeMarcus Cousins,Sacramento Kings,2017,3668,613,0.253,0.239,1.235,1.14,0.095,1.40%,14.819,10.447,24.458,0.404,0.285,0.667
DeMarre Carroll,Toronto Raptors,2017,3645,330,0.242,0.285,1.429,1.215,0.214,-4.30%,17.105,-20.289,-0.148,0.469,-0.557,-0.004
Dejounte Murray,San Antonio Spurs,2017,621,66,0.242,0.272,1.286,1.216,0.07,-3.00%,1.115,-2.517,-1.266,0.18,-0.405,-0.204
Delon Wright,Toronto Raptors,2017,852,67,0.373,0.28,0.958,1.215,-0.257,9.30%,-6.411,5.984,1.174,-0.752,0.702,0.138
Dennis Schröder,Atlanta Hawks,2017,5012,666,0.297,0.261,1.006,1.2,-0.194,3.60%,-38.393,24.24,-9.479,-0.766,0.484,-0.189
Denzel Valentine,Chicago Bulls,2017,1925,186,0.296,0.299,1.42,1.211,0.209,-0.30%,11.501,-0.78,10.836,0.597,-0.041,0.563
Deron Williams,Cleveland Cavaliers,2017,941,79,0.165,0.259,1.5,1.137,0.363,-9.40%,4.722,-11.135,-3.716,0.502,-1.183,-0.395
Deron Williams,Dallas Mavericks,2017,2224,258,0.209,0.2,1.114,1.181,-0.067,0.90%,-3.653,2.656,-0.835,-0.164,0.119,-0.038
Derrick Favors,Utah Jazz,2017,2208,214,0.252,0.262,0.826,1.128,-0.302,-1.00%,-16.288,-1.697,-18.604,-0.738,-0.077,-0.843
Derrick Jones Jr.,Phoenix Suns,2017,1138,53,0.415,0.288,1.35,1.219,0.131,12.70%,2.878,9.109,11.105,0.253,0.8,0.976
Derrick Rose,New York Knicks,2017,4152,517,0.348,0.284,1.283,1.214,0.069,6.40%,12.364,42.472,52.562,0.298,1.023,1.266
Derrick Williams,Cleveland Cavaliers,2017,837,53,0.208,0.257,1.625,1.137,0.488,-4.90%,5.371,-4.278,2.378,0.642,-0.511,0.284
Derrick Williams,Miami Heat,2017,730,83,0.265,0.278,0.875,1.171,-0.296,-1.30%,-6.519,-0.919,-7.749,-0.893,-0.126,-1.062
Devin Booker,Phoenix Suns,2017,5618,825,0.284,0.291,1.235,1.219,0.016,-0.70%,3.634,-7.496,-3.768,0.065,-0.133,-0.067
Devin Harris,Dallas Mavericks,2017,2095,205,0.244,0.198,1.341,1.181,0.16,4.60%,7.982,12.56,19.046,0.381,0.6,0.909
Dewayne Dedmon,San Antonio Spurs,2017,2540,98,0.316,0.27,1.214,1.216,-0.002,4.60%,-0.054,5.475,5.429,-0.002,0.216,0.214
Deyonta Davis,Memphis Grizzlies,2017,454,23,0.261,0.281,1.2,1.155,0.045,-2.00%,0.271,-0.556,-0.263,0.06,-0.122,-0.058
Diamond Stone,LA Clippers,2017,48,10,0.1,0.247,0,1.151,-1.151,-14.70%,-1.151,0,-2.842,-2.398,0,-5.92
Dion Waiters,Miami Heat,2017,2733,382,0.283,0.277,1.248,1.171,0.077,0.60%,8.232,2.793,10.854,0.301,0.102,0.397
Dirk Nowitzki,Dallas Mavericks,2017,2766,382,0.136,0.208,1.182,1.181,0.001,-7.20%,0.028,-32.421,-32.379,0.001,-1.172,-1.171
Domantas Sabonis,Oklahoma City Thunder,2017,3240,289,0.318,0.308,0.96,1.152,-0.192,1.00%,-17.694,2.796,-14.338,-0.546,0.086,-0.443
Donatas Motiejunas,New Orleans Pelicans,2017,973,81,0.222,0.214,1.5,1.138,0.362,0.80%,6.511,0.991,7.263,0.669,0.102,0.746
Dorian Finney-Smith,Dallas Mavericks,2017,3090,209,0.258,0.197,1.36,1.181,0.179,6.10%,9.651,17.356,24.726,0.312,0.562,0.8
Doug McDermott,Chicago Bulls,2017,2104,207,0.304,0.298,1.263,1.211,0.052,0.60%,3.293,1.609,4.835,0.157,0.076,0.23
Doug McDermott,Oklahoma City Thunder,2017,852,68,0.397,0.307,1.083,1.152,-0.069,9.00%,-1.863,6.601,5.159,-0.219,0.775,0.605
Dragan Bender,Phoenix Suns,2017,1147,104,0.375,0.287,1.114,1.219,-0.105,8.80%,-4.09,10.177,7.044,-0.357,0.887,0.614
Draymond Green,Golden State Warriors,2017,5113,378,0.291,0.255,1.221,1.224,-0.003,3.60%,-0.37,16.569,16.244,-0.007,0.324,0.318
Dwight Howard,Atlanta Hawks,2017,4390,225,0.244,0.269,1.708,1.2,0.508,-2.50%,27.983,-9.403,21.38,0.637,-0.214,0.487
Dwight Powell,Dallas Mavericks,2017,2530,183,0.164,0.203,1.241,1.181,0.06,-3.90%,1.803,-8.774,-6.546,0.071,-0.347,-0.259
Dwyane Wade,Chicago Bulls,2017,3527,541,0.327,0.294,0.932,1.211,-0.279,3.30%,-49.369,16.726,-27.636,-1.4,0.474,-0.784
E'Twaun Moore,New Orleans Pelicans,2017,3619,336,0.277,0.208,1.212,1.138,0.074,6.90%,6.832,27.856,33,0.189,0.77,0.912
Ed Davis,Portland Trail Blazers,2017,1556,67,0.313,0.255,1,1.158,-0.158,5.80%,-3.316,3.884,1.181,-0.213,0.25,0.076
Elfrid Payton,Orlando Magic,2017,4833,482,0.295,0.249,1.13,1.147,-0.017,4.60%,-2.421,24.752,22.704,-0.05,0.512,0.47
Elijah Millsap,Phoenix Suns,2017,43,6,0.167,0.29,2,1.219,0.781,-12.30%,0.781,-1.476,-0.119,1.816,-3.432,-0.276
Emmanuel Mudiay,Denver Nuggets,2017,2880,343,0.318,0.298,1.202,1.238,-0.036,2.00%,-3.953,8.069,4.36,-0.137,0.28,0.151
Enes Freedom,Oklahoma City Thunder,2017,3049,335,0.287,0.311,1.095,1.152,-0.057,-2.40%,-5.48,-8.998,-14.948,-0.18,-0.295,-0.49
Eric Bledsoe,Phoenix Suns,2017,4443,585,0.275,0.292,1.12,1.219,-0.099,-1.70%,-15.917,-10.951,-27.835,-0.358,-0.246,-0.626
Eric Gordon,Houston Rockets,2017,4799,604,0.3,0.27,1.261,1.244,0.017,3.00%,3.042,22.268,25.014,0.063,0.464,0.521
Ersan Ilyasova,Atlanta Hawks,2017,1276,133,0.278,0.267,1.148,1.2,-0.052,1.10%,-1.902,1.699,-0.127,-0.149,0.133,-0.01
Ersan Ilyasova,Philadelphia 76ers,2017,2956,363,0.234,0.259,1.235,1.2,0.035,-2.50%,2.977,-11.117,-7.825,0.101,-0.376,-0.265
Ersan Ilyasova,Oklahoma City Thunder,2017,139,10,0.3,0.309,2.5,1.152,1.348,-0.90%,4.043,-0.226,3.939,2.909,-0.162,2.834
Evan Fournier,Orlando Magic,2017,4470,522,0.247,0.256,1.071,1.147,-0.076,-0.90%,-9.789,-4.826,-14.957,-0.219,-0.108,-0.335
Evan Turner,Portland Trail Blazers,2017,3309,317,0.252,0.257,1.203,1.158,0.045,-0.50%,3.6,-1.713,1.952,0.109,-0.052,0.059
Frank Kaminsky,Charlotte Hornets,2017,3856,482,0.197,0.238,1.3,1.22,0.08,-4.10%,7.629,-25.603,-16.393,0.198,-0.664,-0.425
Fred VanVleet,Toronto Raptors,2017,587,72,0.181,0.284,1.1,1.215,-0.115,-10.30%,-1.492,-8.164,-10.507,-0.254,-1.391,-1.79
Garrett Temple,Sacramento Kings,2017,3391,249,0.229,0.242,1.2,1.14,0.06,-1.30%,3.438,-4.002,-0.363,0.101,-0.118,-0.011
Gary Harris,Denver Nuggets,2017,3636,317,0.325,0.298,1.402,1.238,0.164,2.70%,16.883,12.094,27.563,0.464,0.333,0.758
Gary Neal,Atlanta Hawks,2017,37,7,0.286,0.267,2,1.2,0.8,1.90%,1.601,0.256,1.754,4.327,0.692,4.742
Gary Payton II,Milwaukee Bucks,2017,193,14,0.143,0.249,0.5,1.162,-0.662,-10.60%,-1.324,-0.742,-3.048,-0.686,-0.384,-1.579
George Hill,Utah Jazz,2017,2895,317,0.24,0.264,1.143,1.128,0.015,-2.40%,1.151,-8.608,-7.343,0.04,-0.297,-0.254
Georges Niang,Indiana Pacers,2017,188,27,0.407,0.237,0.875,1.188,-0.313,17.00%,-3.438,4.02,2.018,-1.828,2.138,1.074
Georgios Papagiannis,Sacramento Kings,2017,693,46,0.217,0.242,0.889,1.14,-0.251,-2.50%,-2.508,-0.994,-3.782,-0.362,-0.143,-0.546
Gerald Green,Boston Celtics,2017,1054,137,0.153,0.247,1.333,1.105,0.228,-9.40%,4.794,-17.107,-9.385,0.455,-1.623,-0.89
Gerald Henderson,Philadelphia 76ers,2017,3374,319,0.223,0.26,1.397,1.2,0.197,-3.70%,14.007,-16.541,-0.198,0.415,-0.49,-0.006
Giannis Antetokounmpo,Milwaukee Bucks,2017,5519,603,0.275,0.243,1.135,1.162,-0.027,3.20%,-4.427,22.157,18.25,-0.08,0.401,0.331
Glenn Robinson III,Indiana Pacers,2017,2834,180,0.222,0.239,0.944,1.188,-0.244,-1.70%,-9.722,-2.905,-13.375,-0.343,-0.102,-0.472
Goran Dragic,Miami Heat,2017,4850,590,0.32,0.27,1.143,1.171,-0.028,5.00%,-5.377,34.182,29.656,-0.111,0.705,0.611
Gordon Hayward,Utah Jazz,2017,4734,611,0.237,0.266,1.137,1.128,0.009,-2.90%,1.361,-20.247,-18.719,0.029,-0.428,-0.395
Gorgui Dieng,Minnesota Timberwolves,2017,5172,329,0.271,0.303,1.163,1.23,-0.067,-3.20%,-6.047,-12.449,-19.224,-0.117,-0.241,-0.372
Greg Monroe,Milwaukee Bucks,2017,3546,339,0.28,0.245,1.308,1.162,0.146,3.50%,13.859,15.589,27.709,0.391,0.44,0.781
Greivis Vasquez,Brooklyn Nets,2017,78,6,0.333,0.227,0,1.167,-1.167,10.60%,-2.334,0,-1.586,-2.993,0,-2.034
Harrison Barnes,Dallas Mavericks,2017,5342,681,0.151,0.212,1.122,1.181,-0.059,-6.10%,-6.083,-46.081,-54.588,-0.114,-0.863,-1.022
Hassan Whiteside,Miami Heat,2017,4910,431,0.239,0.282,1.211,1.171,0.04,-4.30%,4.1,-22.621,-17.777,0.084,-0.461,-0.362
Henry Ellenson,Detroit Pistons,2017,289,41,0.293,0.269,1.4,1.15,0.25,2.40%,2.995,1.381,4.129,1.036,0.478,1.429
Hollis Thompson,New Orleans Pelicans,2017,380,30,0.167,0.215,1.4,1.138,0.262,-4.80%,1.309,-2.013,-0.328,0.344,-0.53,-0.086
Hollis Thompson,Philadelphia 76ers,2017,1105,93,0.226,0.257,1.35,1.2,0.15,-3.10%,3.16,-3.968,-0.366,0.286,-0.359,-0.033
Ian Clark,Golden State Warriors,2017,2296,222,0.275,0.258,1.393,1.224,0.169,1.70%,10.275,5.241,14.882,0.448,0.228,0.648
Ian Mahinmi,Washington Wizards,2017,1100,46,0.196,0.271,0.333,1.203,-0.87,-7.50%,-7.823,-1.152,-11.979,-0.711,-0.105,-1.089
Iman Shumpert,Cleveland Cavaliers,2017,3810,288,0.278,0.255,1.194,1.137,0.057,2.30%,4.582,7.934,12.136,0.12,0.208,0.319
Isaiah Canaan,Chicago Bulls,2017,1147,110,0.309,0.298,1.214,1.211,0.003,1.10%,0.115,1.453,1.564,0.01,0.127,0.136
Isaiah Thomas,Boston Celtics,2017,5158,791,0.283,0.233,1.114,1.105,0.009,5.00%,1.97,44.05,45.672,0.038,0.854,0.885
Isaiah Whitehead,Brooklyn Nets,2017,3376,304,0.257,0.224,1.308,1.167,0.141,3.30%,10.967,12.881,22.463,0.325,0.382,0.665
Ish Smith,Detroit Pistons,2017,3819,420,0.317,0.263,1.25,1.15,0.1,5.40%,13.244,28.023,39.034,0.347,0.734,1.022
Ivica Zubac,Los Angeles Lakers,2017,1257,112,0.286,0.274,1.167,1.141,0.026,1.20%,0.824,1.467,2.259,0.066,0.117,0.18
J.J. Barea,Dallas Mavericks,2017,1476,201,0.204,0.201,1.027,1.181,-0.154,0.30%,-6.324,0.718,-5.499,-0.428,0.049,-0.373
JJ Redick,LA Clippers,2017,4376,494,0.204,0.253,1.233,1.151,0.082,-4.90%,8.248,-29.707,-19.491,0.188,-0.679,-0.445
JR Smith,Cleveland Cavaliers,2017,2352,233,0.206,0.26,0.833,1.137,-0.304,-5.40%,-14.564,-10.466,-28.841,-0.619,-0.445,-1.226
JaMychal Green,Memphis Grizzlies,2017,3972,250,0.284,0.281,0.983,1.155,-0.172,0.30%,-12.172,0.82,-11.209,-0.306,0.021,-0.282
JaVale McGee,Golden State Warriors,2017,1563,111,0.387,0.255,1.206,1.224,-0.018,13.20%,-0.797,17.749,17.224,-0.051,1.136,1.102
Jabari Parker,Milwaukee Bucks,2017,3430,415,0.224,0.252,1.2,1.162,0.038,-2.80%,3.552,-13.738,-9.749,0.104,-0.401,-0.284
Jae Crowder,Boston Celtics,2017,4676,387,0.178,0.251,1.351,1.105,0.246,-7.30%,16.961,-37.983,-14.111,0.363,-0.812,-0.302
Jahlil Okafor,Philadelphia 76ers,2017,2245,229,0.21,0.26,1.31,1.2,0.11,-5.00%,5.279,-14.99,-8.452,0.235,-0.668,-0.376
Jake Layman,Portland Trail Blazers,2017,500,63,0.222,0.257,0.615,1.158,-0.543,-3.50%,-7.595,-1.351,-10.136,-1.519,-0.27,-2.027
Jakob Pöltl,Toronto Raptors,2017,1204,48,0.375,0.28,1,1.215,-0.215,9.50%,-3.866,4.541,1.65,-0.321,0.377,0.137
Jamal Crawford,LA Clippers,2017,4289,511,0.215,0.252,1.202,1.151,0.051,-3.70%,5.624,-22.387,-15.811,0.131,-0.522,-0.369
Jamal Murray,Denver Nuggets,2017,3584,435,0.28,0.302,1.219,1.238,-0.019,-2.20%,-2.36,-11.679,-14.224,-0.066,-0.326,-0.397
Jameer Nelson,Denver Nuggets,2017,4134,336,0.301,0.3,1.159,1.238,-0.079,0.10%,-8.065,0.265,-7.782,-0.195,0.006,-0.188
James Ennis III,Memphis Grizzlies,2017,2861,175,0.217,0.284,1.441,1.155,0.286,-6.70%,10.883,-16.836,-2.607,0.38,-0.588,-0.091
James Harden,Houston Rockets,2017,6116,859,0.279,0.274,1.171,1.244,-0.073,0.50%,-17.432,5.668,-11.412,-0.285,0.093,-0.187
James Johnson,Miami Heat,2017,4143,401,0.259,0.28,1.303,1.171,0.132,-2.10%,13.735,-10.561,4.244,0.332,-0.255,0.102
James Jones,Cleveland Cavaliers,2017,740,48,0.167,0.258,1.125,1.137,-0.012,-9.10%,-0.094,-4.915,-5.061,-0.013,-0.664,-0.684
James Michael McAdoo,Golden State Warriors,2017,914,55,0.291,0.258,1.571,1.224,0.347,3.30%,5.552,2.812,7.743,0.607,0.308,0.847
James Young,Boston Celtics,2017,441,33,0.303,0.243,1.111,1.105,0.006,6.00%,0.06,2.199,2.248,0.014,0.499,0.51
Jared Dudley,Phoenix Suns,2017,2772,189,0.206,0.294,1.536,1.219,0.317,-8.80%,12.345,-25.327,-7.761,0.445,-0.914,-0.28
Jared Sullinger,Toronto Raptors,2017,223,32,0.219,0.282,2,1.215,0.785,-6.30%,5.497,-4.059,3.031,2.465,-1.82,1.359
Jarell Eddie,Phoenix Suns,2017,136,13,0.385,0.289,1.2,1.219,-0.019,9.60%,-0.096,1.489,1.417,-0.07,1.095,1.042
Jarell Martin,Memphis Grizzlies,2017,1074,93,0.323,0.28,0.724,1.155,-0.431,4.30%,-12.919,2.878,-8.33,-1.203,0.268,-0.776
Jarrod Uthoff,Dallas Mavericks,2017,215,22,0.318,0.2,1.6,1.181,0.419,11.80%,2.931,4.16,6.002,1.363,1.935,2.792
Jason Smith,Washington Wizards,2017,2096,155,0.277,0.27,1.184,1.203,-0.019,0.70%,-0.787,1.446,0.682,-0.038,0.069,0.033
Jason Terry,Milwaukee Bucks,2017,2614,138,0.283,0.247,1.03,1.162,-0.132,3.60%,-5.129,5.055,0.572,-0.196,0.193,0.022
Jaylen Brown,Boston Celtics,2017,2669,231,0.273,0.242,1.086,1.105,-0.019,3.10%,-1.188,7.788,6.735,-0.045,0.292,0.252
Jeff Green,Orlando Magic,2017,3009,338,0.269,0.253,0.948,1.147,-0.199,1.60%,-18.075,5.111,-11.894,-0.601,0.17,-0.395
Jeff Teague,Indiana Pacers,2017,5314,507,0.27,0.233,1.089,1.188,-0.099,3.70%,-13.534,20.29,8.597,-0.255,0.382,0.162
Jeff Withey,Utah Jazz,2017,829,48,0.292,0.261,1.083,1.128,-0.045,3.10%,-0.621,1.599,1.043,-0.075,0.193,0.126
Jerami Grant,Philadelphia 76ers,2017,83,11,0.364,0.256,2,1.2,0.8,10.80%,3.202,2.36,4.617,3.858,2.844,5.563
Jerami Grant,Oklahoma City Thunder,2017,2998,165,0.37,0.306,1.294,1.152,0.142,6.40%,8.649,13.528,20.695,0.289,0.451,0.69
Jeremy Lamb,Charlotte Hornets,2017,2199,265,0.238,0.233,0.925,1.22,-0.295,0.50%,-18.596,1.267,-16.924,-0.846,0.058,-0.77
Jeremy Lin,Brooklyn Nets,2017,1900,225,0.227,0.227,1.125,1.167,-0.042,0.00%,-2.147,-0.012,-2.159,-0.113,-0.001,-0.114
Jerian Grant,Chicago Bulls,2017,1992,173,0.312,0.298,1.222,1.211,0.011,1.40%,0.612,3.012,3.596,0.031,0.151,0.181
Jerryd Bayless,Philadelphia 76ers,2017,137,21,0.476,0.255,1.111,1.2,-0.089,22.10%,-0.884,5.15,4.676,-0.645,3.759,3.413
Jimmy Butler,Chicago Bulls,2017,5532,683,0.28,0.302,1.318,1.211,0.107,-2.20%,20.548,-20.516,1.705,0.371,-0.371,0.031
Joakim Noah,New York Knicks,2017,1997,103,0.311,0.292,1.69,1.214,0.476,1.90%,15.219,3.27,17.568,0.762,0.164,0.88
Jodie Meeks,Orlando Magic,2017,1477,153,0.235,0.255,1.281,1.147,0.134,-2.00%,4.844,-3.942,1.317,0.328,-0.267,0.089
Joe Harris,Brooklyn Nets,2017,2409,208,0.274,0.224,1.059,1.167,-0.108,5.00%,-6.171,11.013,5.967,-0.256,0.457,0.248
Joe Ingles,Utah Jazz,2017,3734,247,0.259,0.262,1.25,1.128,0.122,-0.30%,7.826,-0.743,7.156,0.21,-0.02,0.192
Joe Johnson,Utah Jazz,2017,3469,353,0.249,0.263,1.337,1.128,0.209,-1.40%,18.461,-6.332,13.122,0.532,-0.183,0.378
Joe Young,Indiana Pacers,2017,274,46,0.174,0.239,1.5,1.188,0.312,-6.50%,2.5,-4.511,-1.071,0.912,-1.646,-0.391
Joel Anthony,San Antonio Spurs,2017,244,6,0.167,0.272,0,1.216,-1.216,-10.50%,-1.216,0,-1.983,-0.498,0,-0.813
Joel Bolomboy,Utah Jazz,2017,102,7,0.286,0.261,1.5,1.128,0.372,2.50%,0.745,0.256,0.937,0.73,0.251,0.919
Joel Embiid,Philadelphia 76ers,2017,1587,229,0.271,0.256,1.188,1.2,-0.012,1.50%,-0.747,4.068,3.363,-0.047,0.256,0.212
Joffrey Lauvergne,Chicago Bulls,2017,483,55,0.255,0.299,1,1.211,-0.211,-4.40%,-2.952,-2.452,-5.922,-0.611,-0.508,-1.226
Joffrey Lauvergne,Oklahoma City Thunder,2017,1456,133,0.346,0.308,1.371,1.152,0.219,3.80%,10.079,6.959,15.926,0.692,0.478,1.094
John Henson,Milwaukee Bucks,2017,2184,150,0.26,0.248,1.257,1.162,0.095,1.20%,3.718,2.276,5.821,0.17,0.104,0.267
John Jenkins,Phoenix Suns,2017,27,3,0.667,0.289,2,1.219,0.781,37.80%,1.562,2.265,2.942,5.784,8.388,10.897
John Wall,Washington Wizards,2017,5773,788,0.302,0.261,1.287,1.203,0.084,4.10%,20.141,41.301,58.727,0.349,0.715,1.017
Johnny O'Bryant III,Charlotte Hornets,2017,64,7,0.143,0.233,2,1.22,0.78,-9.00%,0.78,-1.263,0.01,1.219,-1.974,0.016
Jon Leuer,Detroit Pistons,2017,3784,336,0.238,0.272,1.014,1.15,-0.136,-3.40%,-10.938,-11.442,-23.923,-0.289,-0.302,-0.632
Jonas Jerebko,Boston Celtics,2017,2416,148,0.236,0.244,1.286,1.105,0.181,-0.80%,6.323,-1.402,5.117,0.262,-0.058,0.212
Jonas Valančiūnas,Toronto Raptors,2017,4002,311,0.289,0.281,1.411,1.215,0.196,0.80%,17.657,3.717,20.857,0.441,0.093,0.521
Jonathan Gibson,Dallas Mavericks,2017,453,60,0.167,0.201,1.3,1.181,0.119,-3.40%,1.187,-2.696,-1.263,0.262,-0.595,-0.279
